pid,uid,helpN,helpD,score,time
201720404,205914897,1,1,5.000000,1017619200
200475199,332071727,2,5,3.000000,1244592000
200475202,479527937,2,7,3.000000,1036713600
202310233,444072865,0,0,5.000000,1361750400
202179158,463143852,3,5,3.000000,1221782400
201851473,409469829,4,4,4.000000,1096329600
203096675,412877676,2,2,5.000000,1202860800
202900063,205914897,1,1,4.000000,1027123200
202310229,205914897,0,1,4.000000,933465600
201261637,431358858,6,6,5.000000,1095292800
217317991,458818491,21,24,5.000000,1147824000
207225471,485426181,0,0,5.000000,1355875200
201130540,417399679,1,1,5.000000,1199059200
201654855,205914897,0,0,5.000000,927417600
202310232,515572781,0,0,5.000000,1332806400
220856976,473039827,0,0,3.000000,1076284800
202310221,205914897,1,1,5.000000,1128816000
200147507,427819937,5,5,5.000000,1104710400
207553127,397345648,0,0,5.000000,1013904000
207553127,205914897,12,19,1.000000,1063584000
207159916,443417497,0,0,5.000000,1353974400
204276306,382534515,5,6,5.000000,1047254400
204276328,449577921,4,6,5.000000,1072569600
205324919,477627333,1,2,5.000000,1279670400
217973405,379388742,5,8,5.000000,1121731200
205062770,458163130,1,1,5.000000,1088640000
201130568,461898720,0,1,5.000000,1056931200
204800621,445973413,2,2,5.000000,1348012800
204866157,449119171,0,0,4.000000,1357344000
203424342,471598046,1,3,4.000000,1250467200
201917009,425329605,1,4,5.000000,1307232000
196543027,458097588,0,0,5.000000,1356393600
225903258,453837723,1,2,5.000000,1230854400
225903258,425853856,5,7,5.000000,1216684800
206307918,397738849,0,0,4.000000,1244764800
218694296,447611788,1,4,2.000000,1109030400
226427529,424084351,7,10,3.000000,1109635200
226427529,488309755,10,30,1.000000,1114387200
221577875,377553729,1,1,5.000000,1314662400
188088847,426312615,0,0,3.000000,1296691200
201589326,460129256,0,0,3.000000,1105315200
201196118,449774520,0,0,3.000000,958780800
202113636,425984885,3,3,5.000000,993600000
202113636,205914897,3,10,3.000000,962236800
200606284,408486795,3,4,5.000000,1308700800
200606284,415499124,0,1,5.000000,1041033600
202572394,494994473,0,0,5.000000,1034035200
200344136,453247969,7,10,5.000000,1099008000
202310246,205914897,0,0,1.000000,1005609600
200278599,458884004,5,8,4.000000,963360000
199426619,425657201,2,2,4.000000,1005955200
201065015,439747432,1,3,4.000000,1140393600
201917024,205914897,0,1,5.000000,927676800
202244691,420414327,3,14,1.000000,1104105600
200213043,205914897,3,6,5.000000,1102982400
205718109,470877177,0,0,4.000000,1336003200
220398205,444466069,1,9,2.000000,1330819200
210502252,450364335,0,0,5.000000,1308528000
222233215,424477550,0,0,5.000000,1337644800
222233215,468714419,6,10,3.000000,1321920000
226362010,205914897,0,0,5.000000,947376000
205521503,405668707,4,5,5.000000,1100563200
202375753,440730535,1,1,5.000000,1300665600
205390412,446170015,6,6,5.000000,1265673600
212861560,480969709,2,2,5.000000,1124150400
219021956,487982055,0,0,4.000000,1222560000
233505484,472187864,1,1,4.000000,1294704000
215220856,205914897,0,0,5.000000,939686400
190251540,205914897,4,7,2.000000,947376000
217252477,451740656,1,1,5.000000,1243987200
201196099,205914897,2,3,3.000000,991612800
212337267,504497154,1,1,5.000000,1342483200
203096674,432604060,2,2,3.000000,1277510400
206176878,402064230,2,8,3.000000,1015977600
202834527,455672770,1,2,3.000000,1246147200
198312520,402654050,0,0,5.000000,1358467200
199033404,472450027,1,3,4.000000,1168128000
199033404,205914897,1,2,2.000000,936921600
199033404,424477593,3,4,5.000000,953683200
197329442,479134690,0,0,1.000000,1359072000
197526053,205914897,2,3,5.000000,1059609600
199098941,205914897,0,0,5.000000,1020384000
199557699,473891800,0,0,5.000000,985132800
207356509,427688890,6,8,4.000000,1091577600
193856016,428147615,0,0,5.000000,1354752000
199623234,464651176,0,0,4.000000,1200096000
221446783,398197598,1,1,4.000000,1021852800
199426622,205914897,0,1,5.000000,925257600
199098937,453182428,0,0,5.000000,1356652800
200016455,464913365,0,0,5.000000,1002931200
198967863,442827660,22,22,5.000000,1105833600
220267130,472122296,9,17,1.000000,1235347200
214827625,205914897,1,5,1.000000,928800000
223150736,418710418,2,2,5.000000,1185753600
205193839,463471517,1,1,5.000000,1173398400
203358802,451543961,1,3,3.000000,994291200
203031117,463143852,0,0,3.000000,1222819200
204931689,467010496,1,3,5.000000,1159488000
204145252,423428946,2,3,3.000000,1206748800
204800615,464389055,1,2,5.000000,1024358400
202768974,483918841,11,14,4.000000,1096761600
203883103,426771373,1,2,5.000000,1205193600
197132859,435880844,0,0,3.000000,1043712000
231015086,464978887,0,0,5.000000,1357603200
206832223,452199316,1,2,5.000000,1213142400
206570052,369296153,3,5,2.000000,1269561600
191562265,484180961,5,10,1.000000,974678400
192348709,205914897,3,9,1.000000,987897600
193462838,484312001,1,1,5.000000,1226966400
198902343,205914897,0,0,5.000000,926812800
223347337,459539357,0,3,5.000000,1095552000
221381252,467010499,1,1,5.000000,1272326400
217055876,474285010,0,0,5.000000,1235520000
199950913,417465229,2,2,4.000000,1183680000
208798296,430179185,1,2,3.000000,1333497600
196739610,495977499,4,4,5.000000,1165622400
215548553,449577909,1,1,1.000000,1151625600
212140644,468845506,3,9,3.000000,1311724800
192414237,461243297,2,5,5.000000,969840000
216728167,444072846,20,72,1.000000,1147910400
217252479,427557775,1,3,5.000000,1149897600
216859239,517735449,1,3,5.000000,1155600000
206897774,411632503,0,6,3.000000,1156377600
216269422,406651749,2,3,1.000000,1356912000
205259347,462619549,0,0,5.000000,1263340800
199754312,442827705,0,0,5.000000,1248393600
198967868,447808405,0,1,5.000000,1228953600
201261662,205914897,2,2,4.000000,933724800
199950921,472777671,2,4,4.000000,1098403200
209912450,205914897,0,1,2.000000,1065916800
201196123,479200226,3,4,4.000000,1151366400
197526083,495322136,0,0,5.000000,1060214400
217383576,205914897,3,3,4.000000,1088294400
219546247,479790027,0,0,5.000000,1354320000
229769907,457704357,0,0,5.000000,1294531200
226362008,479200268,1,1,5.000000,1055635200
204669536,382796616,1,1,4.000000,1189468800
196346409,407241627,0,1,5.000000,1193443200
199754328,458294191,3,4,5.000000,1095984000
197329464,411763593,3,3,5.000000,1068422400
207684201,461439900,0,1,5.000000,1302566400
217318010,398590829,1,13,3.000000,1221523200
203817551,490734527,0,0,5.000000,923270400
217711231,437060533,0,2,5.000000,1200009600
204997217,472646607,25,30,1.000000,975024000
205062754,479200189,0,0,4.000000,958176000
206242385,507184142,0,0,4.000000,1313020800
207356509,413860745,11,40,1.000000,1079395200
205914709,383320945,6,6,5.000000,1119484800
220988029,447284187,1,3,5.000000,1349136000
214762121,461571010,11,12,5.000000,1140739200
221184654,487392232,2,2,5.000000,1318377600
203293285,453575612,4,26,3.000000,1099267200
226493070,478872571,3,4,3.000000,1252454400
190972431,464454593,1,1,5.000000,971740800
215810682,421790619,3,16,1.000000,1270771200
203883107,434570119,0,0,5.000000,1310515200
185729574,431096691,0,0,3.000000,938131200
215286409,481952759,0,0,5.000000,1355011200
201458257,436077468,0,0,5.000000,996364800
201196109,430244770,1,2,5.000000,1057795200
199361072,205914897,0,0,5.000000,927676800
211288671,504497186,11,14,3.000000,1174089600
228065956,441975709,2,5,5.000000,1063238400
220332696,474612721,0,2,5.000000,1230249600
225182377,469566426,0,7,4.000000,969062400
204669536,406586234,5,7,5.000000,1028332800
203096669,431489932,2,14,1.000000,1270684800
201392722,481297361,2,7,2.000000,958608000
199754297,443220905,1,4,5.000000,1247097600
201851469,455672769,0,0,5.000000,1356480000
201130574,492766175,0,0,5.000000,993168000
200999513,412091258,2,6,5.000000,1122940800
200933963,488375263,0,0,1.000000,1358467200
199885383,470483926,7,10,3.000000,1122681600
199098939,515507231,1,1,5.000000,1230508800
198705717,423429023,0,0,5.000000,1278806400
201130572,476906429,0,0,5.000000,1026172800
203293292,205914897,2,16,5.000000,1057795200
220725904,435880875,6,10,4.000000,1151193600
223871608,496894974,16,18,5.000000,1189382400
209650297,454165449,1,1,5.000000,954028800
201130580,394199923,0,0,5.000000,1353542400
201785949,476251110,0,0,4.000000,1178928000
202113634,205914897,2,3,5.000000,936057600
210436740,452461489,1,1,5.000000,974764800
210174591,205914897,2,2,2.000000,1047772800
217645715,435159894,2,2,5.000000,1189209600
203686502,205914897,4,6,2.000000,979171200
184484349,422577048,3,8,5.000000,994636800
200933966,448988061,2,2,4.000000,1202428800
201065043,412091265,94,97,5.000000,957225600
209519192,431162244,0,2,4.000000,1268524800
216597144,424674215,0,0,3.000000,1304467200
184484350,433324912,0,0,5.000000,1204761600
208011886,493880303,2,2,5.000000,1263427200
203752037,205914897,3,3,5.000000,998784000
204407406,205914897,3,25,1.000000,1069286400
216466032,468648928,1,4,2.000000,1191283200
210240095,443614129,23,27,3.000000,1222646400
204472922,205914897,3,3,1.000000,959644800
205849181,385680232,1,2,1.000000,1199145600
223806124,464258014,7,7,5.000000,1080518400
212533908,205914897,0,5,4.000000,971049600
210436724,475988974,3,3,5.000000,1104019200
210436723,476447692,1,1,5.000000,1208563200
205652595,453641130,2,5,5.000000,1046822400
210371160,468059079,9,95,1.000000,1265241600
213582463,466879440,3,5,5.000000,1106006400
218628738,481952781,4,10,2.000000,1079481600
209912422,400163698,2,5,5.000000,1156896000
221184620,486147054,2,2,5.000000,1292630400
232391347,470352827,0,0,5.000000,1179878400
232391347,428606334,2,3,4.000000,1148947200
212992622,205914897,0,0,5.000000,929059200
214368905,439747500,0,0,5.000000,1326067200
226624142,331547403,1,1,4.000000,1288483200
221577863,460063707,16,19,4.000000,1131753600
211419765,411239324,0,0,5.000000,1255564800
215876228,205914897,29,34,2.000000,935020800
203948617,478479345,0,0,5.000000,1359331200
211157639,471270369,1,1,5.000000,990057600
216007300,426443723,8,13,1.000000,1138492800
224395928,446038955,0,0,1.000000,1319155200
218038921,454951841,1,1,5.000000,1291680000
214827638,431424418,0,0,5.000000,1302307200
212599418,463406032,0,0,4.000000,1083110400
226624164,459473876,0,0,5.000000,1229040000
210960982,493945867,2,3,4.000000,1034467200
186647052,205914897,10,10,4.000000,919641600
210436693,452527019,0,0,5.000000,1357257600
206897764,465961914,0,0,5.000000,1355270400
213123702,455869385,7,10,2.000000,1057449600
215351918,470352817,0,0,5.000000,1185840000
205521462,449774519,0,0,5.000000,966988800
206111315,480642052,3,4,5.000000,1224806400
213975662,453968834,0,0,5.000000,1303257600
207553105,457245604,1,6,4.000000,1124841600
221315723,429720490,4,4,5.000000,1297468800
216269449,472056777,1,2,1.000000,1218240000
215417459,205914897,0,7,2.000000,995328000
212140637,471401454,1,1,4.000000,902880000
208863839,445645785,0,1,5.000000,1361145600
225444519,458818503,0,1,5.000000,1236556800
214172280,483918841,0,1,3.000000,1088208000
219611775,343737138,0,0,3.000000,1079913600
223740568,479658953,5,5,2.000000,1142640000
228262547,446497740,0,0,4.000000,1360886400
209846904,426378130,2,2,5.000000,1291420800
199819857,479527844,0,0,5.000000,976752000
199950931,413991841,0,0,1.000000,1356048000
219480716,429261714,2,5,5.000000,1138665600
219480716,205914897,9,13,5.000000,913248000
215876236,452854762,0,1,5.000000,1072828800
207094362,454230936,0,0,5.000000,1330300800
