pid,uid,helpN,helpD,score,time
66484848716575686648,6551577875848948565578776873,0,0,5.0,1357689600
66484848485267777870,6550656777869050885457908482,1,3,5.0,978825600
66484851569073847379,6549895655695050858689676954,1,1,5.0,1211846400
66484848497377684985,65877679757771666956506679,1,2,5.0,1167782400
66484848716575686977,6549814986527057544948686653,1,3,4.0,1187654400
66484848705185655377,65675686695277724974817179,3,8,3.0,1152057600
66484848818379847848,6549555174506781507177506555,0,0,5.0,1222646400
66484849718079836789,6549907670678570528888558290,1,1,5.0,1232582400
66484848484874818374,6549668667725650874877508750,0,0,4.0,1262390400
66484849796666825683,6549698567527379497749507557,0,0,5.0,1327276800
66484848484874818475,6549535784847568738967508374,0,0,4.0,1357084800
66484848747684835175,65838887558581887177787476,3,3,3.0,1248652800
66484848484874818557,6549758772576977868771557389,0,0,5.0,1355616000
66484848485470686588,65748971818656497083706950,10,11,5.0,1084924800
66484848486951727385,6551555479747276695483855781,1,2,4.0,1080950400
66484848485374896588,6549565055685471555357715377,0,0,4.0,1355356800
66484848485374896589,65885683878766575651558465,1,1,5.0,1025654400
66484848485684534990,6550808077554970537176817549,1,1,5.0,1251676800
66484848485374896649,6550688670727148575771857169,2,3,3.0,947376000
66484848485684534970,6551768053828577877155718148,7,7,4.0,954460800
66484851865170856781,6550737189775575567770748267,2,2,4.0,1178841600
66484848485470686780,6549798478845474656876517676,0,0,5.0,1354579200
66484848485267778773,6550528390506682548982818452,0,0,5.0,1200700800
66484848485470686782,6550485378696975678189527056,0,0,4.0,1326672000
66484852857370908167,657548778687775571575779,0,0,3.0,1353974400
66484848724982715050,6550667474547775736749909049,0,2,3.0,1268697600
66484848485267778972,6551668650548081668077506775,8,8,4.0,955929600
66484850565590495773,65558669817689485488515081,0,0,5.0,1335312000
66484848485470686950,6550487874658069677071738257,0,0,3.0,1309910400
66484848485284668470,65678488737154507767677856,9,9,5.0,1045008000
66484848485684535381,6549866574807851855782735168,0,0,5.0,1356220800
66484848485284668573,6549488576847473805585665579,0,1,5.0,986947200
66484848485284668570,6551778053864969687350508281,0,1,3.0,956793600
66484848485684535553,6550518886705051675566728048,15,15,5.0,1008806400
54514848575656535254,6549497768825188677266825272,3,3,5.0,1280620800
66484848485078685555,6549905371527379856852665190,6,10,5.0,1064707200
66484852545575708979,65735768686872694870547348,0,1,5.0,1174348800
66484853497948787369,6551744976537267488277676888,1,1,5.0,1287878400
54514852515350545088,6551517384697454845554786756,0,0,5.0,1285113600
66484851865170857989,6551816890858174695477809074,0,0,4.0,1359936000
66484848777648898469,6550527383657449904888817989,1,1,5.0,1118102400
66484848716575688873,6549867754886874898571748376,0,1,5.0,1141084800
66484848485689527585,65878079687279665271708776,1,1,4.0,1070150400
66484848485684536577,6550718769739076725477725153,3,3,5.0,1212451200
66484848484988845485,6550785090847282858483796880,2,2,5.0,961632000
66484848487378855567,6549755157667678717474705366,0,0,5.0,1298246400
66484848487378855567,6551858865888682868473738778,1,1,5.0,1305763200
66484848487378855681,6550518886705051675566728048,0,0,3.0,1009497600
66484851765555715787,6551494871908753658373526776,0,1,5.0,1326326400
66484848666872546687,65667950907350895368815784,6,9,4.0,1132358400
66484848485684537052,6550795288545253557886765072,0,0,5.0,1360368000
54514849515752494848,6551778649757572885349708984,1,1,3.0,1347148800
66484848485684537378,6550706756877090765469507985,0,0,5.0,1356134400
66484848485376814981,6549854990518156496881758165,2,6,1.0,1023667200
66484848485376814975,65844988738871768788777289,3,3,5.0,1049068800
66484848485365874869,6551758788795481695450905369,0,1,3.0,987033600
66484849547179765256,65808075738683568475485348,3,4,5.0,1083542400
66484848485376815386,65654978776579517551517286,2,3,4.0,1240012800
66484848667972526656,6551716975887353527251728551,39,48,5.0,1119312000
66484848486873787690,6549817068707351868757787366,1,3,2.0,1069459200
66484848485684537976,6549685172818783866977666586,0,1,3.0,1360454400
66484848485684537975,65794868836574787670669048,0,0,5.0,1231113600
66484848485355505167,6550888277816554807453907456,26,27,5.0,1072915200
66484848486873787889,6551567785707782548690546849,2,9,5.0,1129939200
66484848486750738551,6551697255548590677387687488,0,0,5.0,1067212800
66484848486750738550,65877586857575798954724989,2,5,4.0,1066521600
66484851765555717165,6549778874758573667577778985,0,0,5.0,1329091200
66484848486750738676,6551678253537155525766897269,3,5,5.0,1136246400
66484855565348808065,6549567271577277707886784884,0,0,5.0,1358380800
66484848485355505550,6550805754568756868568735652,2,4,5.0,1338854400
66484848485365875651,6550705669538866656755836779,1,4,2.0,1227916800
66484851765555717477,65854890757865868879578776,4,8,3.0,1292630400
66484848486750738854,6549748756517955887556858970,0,0,1.0,1182816000
66484848694989869085,6551655650518452787872768479,0,1,5.0,1304294400
66484848485349556783,6551856889895476507872517483,0,1,4.0,1194220800
66484851486584907365,6550788878825168888649887989,7,11,4.0,1263081600
66484848485456675065,6551485277707765665783525572,0,0,3.0,1048204800
66484852705577766685,6551679055828452567248697348,4,7,1.0,1295568000
66484848485456675182,6551814970868286486782898472,2,14,1.0,1154563200
66484850814973706583,6550508673828866658057529049,0,0,5.0,1361836800
66484848485456675168,65694948676978767386707783,0,0,2.0,1362355200
66484848485282554979,65515051726876908769537854,0,3,5.0,1255305600
66484848485282555073,6549745057514985666674808877,1,1,5.0,1009584000
66484848485282555070,6549818652668357835174738889,2,4,5.0,1242432000
66484848485365489065,6551538148826784517967677651,0,0,5.0,968025600
66484848485365489072,65525276557790857285494975,6,17,1.0,1132531200
66484848485365489070,6549815675848578707576875288,1,1,5.0,1295827200
66484848485282555285,6549486753677475498975718648,6,8,5.0,1205971200
66484848485282555281,6549494982735648714851838683,0,0,4.0,953251200
66484848485377775088,6549784965574856656953484952,0,0,5.0,1357430400
66484848498872545148,6550548277677587785173727679,1,5,3.0,1080086400
66484848506649538081,65547366506652794888675790,0,0,5.0,1209168000
66484848485365877066,6550727577495057518378905056,6,8,5.0,1001635200
66484848485282555468,6551738783687186726874797969,24,29,3.0,1260489600
66484848485365877065,655675737856908269898790,2,12,2.0,1116115200
66484848485365877071,6551724978734870836870778788,1,3,3.0,967420800
66484848485282555490,6549904872876889548966577248,1,1,5.0,1231459200
66484848485282555486,6549705589855479538285525150,0,0,4.0,1314230400
66484848687853867167,6551836580514871698752777575,0,0,5.0,1307923200
66484848485282555583,6550817570855180877178827053,1,1,5.0,1181865600
66484848485282555684,6549717285785372887772905657,0,0,4.0,1091145600
66484848485377775449,6550876782885379817754706968,1,1,4.0,1258848000
66484848485282555682,6549864872565582724878818151,0,0,4.0,949190400
66484848485282555670,6551845686575687896978557979,0,3,5.0,1267660800
66484848485282555790,65898380526752568585908253,0,0,4.0,1258329600
66484848484871748572,6551718175664975704867828069,3,5,5.0,1069718400
53535357485055485551,6550798355694882865478487555,1,2,5.0,1294444800
66484848775688504848,65858055888686544870874978,4,13,3.0,1158796800
66484848506649538856,6550765481877586684972787978,0,0,5.0,1244332800
66484848506649538950,6549508587534887497769658290,2,2,5.0,1244505600
66484848485670525154,6549538350667171896848768473,1,1,5.0,1076371200
66484848485670525172,6550718179735053695485895053,0,0,5.0,966384000
66484848485282556552,6550725055816649517768797666,4,5,5.0,968025600
66484850527048568279,65668375744888488488857048,2,3,4.0,1242345600
66484848485282556576,6549685773538274838077508772,0,0,5.0,1355875200
66484848485282556585,65557068868579818850898069,1,1,2.0,1353888000
66484848485282556548,6550485671495450848586748674,0,0,5.0,1358985600
66484848485376818567,6549847765867852676977568556,2,2,5.0,1197504000
66484848717251807777,6549808352699076888977788070,26,28,1.0,1160352000
66484848485282556772,6549757975828957745548784972,0,0,1.0,1017964800
66484848485350517173,6550555257528780837980737950,0,0,4.0,1216252800
66484848485283514849,6549787272877188726670557686,2,2,5.0,979776000
66484848485283514873,6550876577798552808554535682,0,0,5.0,1219708800
66484848485283514856,6549578173798881856751757378,13,24,5.0,1140393600
66484848485283514854,65816785487554515369516982,0,0,1.0,1251936000
66484848485283514975,6551828375815383759053698254,0,0,4.0,1314835200
54514851505453575350,6550685189744985549049507267,0,0,5.0,1209427200
66484852656754808187,6549727788507375735684705375,0,0,5.0,1354665600
66484848678089808767,6551818072739089848567688772,0,0,5.0,1293321600
66484848508669816973,6551507785566848837182665275,12,26,1.0,1105488000
66484848485378735650,6551487367558078517885878366,0,0,5.0,1257724800
66484848485378735681,6551705584688449688190685584,0,3,5.0,1331596800
54514851534851515788,6549495355678248845385775768,1,2,5.0,1224892800
66484848667070856965,6551717977816573724851815079,0,0,4.0,1353456000
66484852557788707656,6550798449568854768381695569,0,0,5.0,1361836800
66484848485351864872,6549894884865184717976727869,1,2,5.0,1238457600
66484848485351864874,65665279706987768479747984,0,0,5.0,1356480000
66484848485351864865,65508173908777497275848080,0,2,5.0,1326240000
66484848485351864856,6550496650847466876783754982,4,4,5.0,1091404800
66484848485282559089,6549817477545566557870505490,14,19,3.0,1019520000
66484848484873667769,658676767989898351888678,0,0,5.0,1174348800
66484849817953757156,65835370906769827682775468,3,3,4.0,1184371200
48555750565757555652,65737066856690556649654850,5,8,5.0,1135123200
66484848818468538483,6550564956488851687780807752,0,0,5.0,1192320000
66484848484873668065,6549715353795785565088908890,2,3,5.0,977961600
66484848485351865468,6551857083866567497872566868,0,1,1.0,1352937600
66484848484873668288,6551686782755156557157657949,0,0,5.0,919555200
66484848484873668273,6550678450836554757069567167,2,3,5.0,1065744000
66484848485351865669,6550768752677771665065808882,15,15,3.0,1055980800
66484848484873668450,6551756569778753906676747480,0,1,5.0,1264896000
66484848775570838365,65658890498765775455746981,1,1,5.0,1321747200
66484848815590737156,6550787554568379689057847454,6,7,5.0,1196380800
66484848484873668777,6549515656505474776748745184,0,0,5.0,1037750400
66484848484873668957,6549746970698371767383485554,2,5,2.0,1138838400
66484848488778498787,6550527149497275838567808686,1,1,5.0,1357430400
66484848485351866590,6550878852667887788350487274,0,0,5.0,1241913600
66484848708050798089,6550577287807688778153516650,6,34,2.0,1162684800
66484848707148735777,6549538157896971498880697478,3,9,4.0,1142812800
66484848485351866674,6551706676515089768185759055,0,0,5.0,1323216000
66484848506875677771,6549718155657067785579907775,7,23,2.0,1104278400
66484852488553815177,65868389898773688453878473,1,5,4.0,1104796800
53535352525353565248,65877179537568566789707490,0,0,5.0,1350864000
66484849505086797575,6551498575488483527476706878,0,0,5.0,1353715200
66484848666657547687,6551696553498254827976784967,3,4,5.0,1127606400
66484848666657547754,6550538468697173807290849083,0,4,3.0,1124496000
66484848495755557383,65897980785365667965856982,1,2,3.0,1077926400
66484848545381715652,6551725175827652548248797866,0,0,2.0,1348704000
66484848485454564977,6551838371576648805281695687,0,0,5.0,1051660800
66484848485454564983,6549517977845668527180736686,2,3,4.0,1187568000
66484848485454564968,6549885654895477736674527752,0,0,5.0,1105574400
66484848575065497365,65678654836948485253538081,2,3,5.0,1125360000
66484848485454565277,6550668455736756808449906757,0,0,4.0,1124496000
66484848485454565278,6550578373726671516583678148,0,0,5.0,1035590400
66484848485454565271,6551678172548986764989488973,1,1,3.0,1027123200
66484848717388677081,65558472688772658854505557,1,1,5.0,1186790400
66484849576988908969,6551696948724878878157818676,5,8,4.0,1216166400
66484848485351868774,65745770674971907984654979,1,16,1.0,979430400
66484848487468505475,65499084837966658079878451,1,2,4.0,1033171200
66484848558871495665,6549528150848384688954775252,0,0,5.0,1328054400
66484850567957865683,6549716981507177845749524978,7,9,3.0,1204502400
66484848507381707183,6550808085777089885087867848,9,9,5.0,1098403200
66484850547587777573,65655371816954519080795686,0,1,5.0,1263081600
66484848557669777752,65526581787974558978534867,0,0,5.0,1154908800
66484848557669777752,6551805589834865698176814971,0,0,5.0,1154649600
66484848557669777752,6549858389676989818554707786,0,0,5.0,1152403200
66484848557669777752,6551804869666684525570486770,0,0,5.0,1148774400
66484848557669777752,6550727466577453795367768066,0,5,3.0,1096243200
66484852546557827777,6550795570547188668172507081,0,1,4.0,1333238400
66484850657557858079,6549565553568349808589736884,0,0,5.0,1251936000
54514851485250505252,6550867456488077497148488186,0,0,4.0,1316044800
66484849738684508277,6551806780805176758751566849,3,7,5.0,1277078400
66484850567957866554,6551827765877552697679768290,0,0,3.0,1155168000
66484848727275789056,6550887174535486677079757590,0,0,3.0,1142467200
66484852554974838269,6549505475885470867352845454,1,3,4.0,1265932800
66484850567957866789,6549867067885568515556768879,0,2,3.0,1036886400
66484848705190847083,6550578688888986575172878648,3,5,5.0,1144022400
66484850897675737756,6550867784565784678370494853,0,0,3.0,1337212800
66484848677869816679,6550486890885156758266738456,0,3,1.0,1271635200
66484848877775829089,6550717465867669518249657489,0,5,3.0,1189987200
66484848877775829089,6550884990828556568671777983,1,3,4.0,1258675200
66484848485284868781,6549486584547750847677515472,0,1,5.0,1355961600
66484848485284868784,65809066578370808675868584,1,2,5.0,1186704000
66484848485284868787,6549537169826871568789726872,0,0,5.0,1197072000
66484848485284868867,6550905556775368517472755479,3,3,5.0,985824000
66484849815082868489,6549697279496756578173667984,21,22,4.0,1250035200
66484848485083876977,6550695048497472567283878950,8,8,5.0,939686400
66484848486857666774,65786589838269517688567190,10,10,4.0,1108252800
66484848558966718352,6549534970897466887183728779,3,3,4.0,1102636800
66484848485476837265,65837851547365565769666854,7,9,1.0,1168560000
66484848485476837248,65735352887953905553537072,7,26,1.0,1113609600
66484848795555837871,6550905055908348695471498786,1,1,4.0,1244851200
66484848485476837474,6551698649818690668756788278,0,0,5.0,1184284800
66484848735790506789,6551567485656981528066797167,2,3,5.0,1342137600
66484848748987536971,65816685798472507648797173,2,2,5.0,925948800
66484848717351827289,6551734977755056868470554871,0,4,2.0,1174435200
66484848787986744967,6549487868739055516590705051,4,6,3.0,1191628800
66484848498286857279,6549689075797977777477497773,34,54,1.0,1089331200
66484848498684808777,65686769835651866654877490,6,7,4.0,1086739200
66484848654870528987,6549898568856650487275696883,3,15,3.0,1142899200
66484848787179515775,6550566655737482564877567569,0,1,5.0,996192000
66484848807272786885,65778688866686847056665772,0,0,5.0,1361232000
66484848485354748170,6551696750567855576975867877,1,3,3.0,1128988800
66484848766989497679,6549526767537073808253898670,4,4,4.0,1062288000
54514852535053545256,65795284747875804979565165,2,3,5.0,1067731200
66484849567757566879,6550657366488478734970795384,1,2,3.0,1277424000
54514849575457545457,6551836779777070555583756767,0,0,5.0,1239148800
54514850515552545751,65657681705653485686769071,4,4,5.0,1099008000
54514853485254495650,6551488586664888677472507477,1,1,5.0,1031097600
66484848798676667083,6551825371518188545148727172,2,2,5.0,1205107200
66484848798676667167,6549877475775757875572827589,4,4,4.0,1176076800
66484848798676667254,6550798767706683857470505551,1,1,5.0,1259625600
66484848885785868275,6550807271658076697565739079,0,0,5.0,1353801600
66484852736648528348,6551785252565254827572795248,0,0,5.0,1306627200
66484848737082845079,6549727957745268678168718057,1,1,5.0,1155945600
66484848708353725254,6549736578696683778671728357,6,9,5.0,1063324800
66484855708168804983,65835449737785568685904985,0,2,5.0,1306713600
66484848547450566565,6549538090538386817468665673,2,2,5.0,1293408000
66484848788581658779,6549524972805276898087778382,24,44,3.0,1176422400
66484848675453898781,6550788190545267498656534965,3,7,1.0,1344038400
66484848675453898875,6550787990665486906784797352,1,1,2.0,1241913600
66484848808357795567,6550708149858387869077806856,0,0,5.0,1278892800
66484848758848737948,6549908351904972568948844883,0,0,5.0,1326672000
66484848758848738052,6551715174656986486648868154,3,5,3.0,1169251200
66484848486550908073,6551496674727352547450655256,13,19,4.0,1074470400
66484848506550875067,65797469738387657181686757,11,11,5.0,1113955200
66484848506550875181,6549678167834955768167727372,1,1,5.0,1236297600
66484848547450567867,6550687768768065864868856853,5,6,5.0,951177600
66484848577890508685,6550578252706779548270885275,3,8,5.0,1120780800
66484848485788785175,6551505683578278518553775456,5,5,5.0,1073260800
66484849528765656952,6549847887496857489087895777,6,6,4.0,1211932800
66484848866967656969,6549665472716573865082504855,23,35,5.0,1193961600
66484848758170507248,6549556684555182868281898380,1,3,4.0,1080518400
66484850826769757981,6550704857698775865177847950,2,2,4.0,1311552000
66484848485267784951,65905455848555906753658785,1,1,4.0,1201219200
66484848485788785675,65715467484974888748897290,2,2,1.0,1076457600
66484849565555494854,6551817789717389546973836756,2,5,2.0,943660800
66484848485267785254,65716655858190778672788574,1,3,5.0,1335657600
54514850485051555348,6550675074747767727690907467,0,0,5.0,1333670400
66484848485267785457,6549838449886676546981846686,2,7,5.0,1257984000
66484851898567507069,65838073775675816679488886,0,3,1.0,1356393600
66484848485267785755,6551546987545672485685796783,13,17,5.0,1088553600
66484849567786746552,6551675557697967878977825549,0,2,5.0,1260489600
66484848505574905169,6550736766907451667876746580,2,2,5.0,1140825600
66484848808566655087,6551757353557578828948897784,2,2,4.0,1182729600
66484848485283717770,6549546779828053557184735778,0,0,5.0,1355011200
66484848485283717777,6549768173717185665582547483,0,0,5.0,975974400
54514850545249575653,65677366815466815465876986,6,8,2.0,1007856000
66484848485267786567,6549537888818954857285535568,0,0,5.0,1335484800
66484848485267786555,6551807253678448795081745583,3,3,5.0,1017100800
66484851765048736967,6550665453758586777270658488,3,5,2.0,1282003200
66484851865170864867,65495251547078496886805782,2,2,5.0,1331510400
66484848485267786857,6550845767735768747080728554,3,6,5.0,915840000
66484855816848858277,6549498448838784545170656951,6,8,1.0,1343606400
66484848485267787171,6549805756687788568985837887,1,4,3.0,1327190400
66484848485267787153,65845787834948885251518380,0,0,5.0,1231372800
66484848485267787268,6551848376528555825389888749,1,3,5.0,943488000
66484848485267787377,6549566984767665697883777588,3,3,5.0,1193270400
66484848485267787478,6551738075797769685789508279,2,2,5.0,982972800
66484848814879885669,6549885571547979715357828354,6,6,5.0,1236470400
66484848827566855387,6549535178906850879078538351,4,18,3.0,1259107200
66484848488652574854,6550734886707350778379868970,3,5,5.0,1101772800
66484848488652574871,6550876671515070677367696850,2,6,5.0,1126742400
66484851847881487871,65845777718489574968578353,2,2,5.0,1286841600
66484848485267788274,65698485548790658577885351,1,3,1.0,1288396800
66484848485267788253,6549548855717567755651878569,0,2,4.0,1070409600
66484848694887748256,6550537973816871836883655752,4,50,1.0,1138924800
66484848485385846668,65498677777582497179887390,1,2,4.0,1072742400
66484848484874828566,6551487587514849548656575554,0,0,5.0,946684800
66484848485267788577,65798678738875497990817075,2,5,5.0,1141084800
66484848485267788689,6549816883677580898871558969,5,14,1.0,1051142400
66484848577768808987,6549685148735050765672678572,4,9,2.0,1123200000
66484848485267788783,6549565384785650837271668174,0,1,4.0,1242345600
66484848485684545081,657484727082847781517849,0,2,5.0,1341705600
66484848485267788877,6551787768848876805766767871,1,2,4.0,1229299200
66484848747482895579,6550818270825772865281857668,4,5,5.0,1220313600
66484848485684545387,6550704980494871719055755084,19,27,2.0,1145145600
66484851865170867285,6551527190807287898083895084,0,0,3.0,1293926400
66484852717375738267,6549666687499070757056755774,5,8,3.0,1296172800
66484849787087836769,6551575784667557898673907549,0,1,5.0,1235433600
66484849787087836769,6551775468845675788686527277,2,3,5.0,1268524800
54514850575355495388,6550884979715067658757565368,0,0,1.0,1355184000
66484848858771795165,65514852527149809075697775,3,5,3.0,1090540800
66484848858771795165,65675274725473818955867549,4,9,5.0,1102464000
66484848655581777283,6551679051538585908166705281,3,7,2.0,1145404800
66484848485365495767,6551655665696776684948868188,1,2,5.0,1254873600
66484848485453808676,6550495756709090778474515672,2,2,5.0,955497600
66484848485453808680,6550685578885790896674904951,0,6,5.0,1146787200
66484848485453808755,6551835181676780758983716766,13,15,1.0,1285113600
66484848485453808755,65855288907656685071548457,6,15,1.0,985910400
66484848485453808785,6550768350827473765649557865,0,2,5.0,1091404800
66484848485453808751,6551538082898173658780744882,1,5,5.0,972950400
66484848485453808750,6551708679575071686867897487,3,4,5.0,1191888000
66484852907856906877,6551817565658149497965847749,2,6,1.0,1276041600
66484848545265775175,6549798471667154548054755389,1,1,5.0,1086912000
66484848485465707186,6549658272908480738771525773,7,8,4.0,1124928000
66484848545265775383,6549836768507889847365818489,1,1,5.0,1132531200
66484848545265775450,6550727484808783888288888275,0,1,5.0,1277856000
66484848545265775571,65815681815277895557855366,0,0,5.0,947548800
66484848677089657767,6550815649485277855048756669,0,0,5.0,1333670400
66484849577856805087,6549678268817577696978695156,0,0,5.0,1355184000
66484855677977844965,6549536672687865856966697580,3,8,5.0,1314316800
66484855677977844965,6551719072844980788980567154,0,1,5.0,1355443200
66484848748566557677,6549517375837168897866788183,2,3,4.0,1190851200
66484848724848737679,6549688190667269855756806684,2,4,5.0,1108684800
54514850485553555054,6551817074655752867281787086,5,8,4.0,929491200
66484850696989567489,65675468786969508366848672,2,3,2.0,1181260800
66484855847582897952,65867454696750847070528568,0,0,4.0,1358121600
66484852858886698583,65686679838888735570835582,1,1,5.0,1357257600
66484848485684548169,6551559079717975517175705080,2,3,4.0,1099180800
54514853545355575353,6551795285675568787771748665,5,5,4.0,952819200
66484848705567688952,6550517966547272837756525383,0,0,5.0,1303430400
66484848485365885757,65898048904870768257904882,2,6,2.0,1063584000
66484848666868525171,6550575790868678805081808487,0,0,5.0,1312761600
66484848724877526587,6551814970868286486782898472,7,14,2.0,1165276800
66484848485684548971,6549675156527883535149878865,23,24,5.0,959299200
66484849658977777950,65519075867365825081757548,1,1,5.0,1311897600
66484848485282564875,6549746872845671525376505570,0,0,5.0,946252800
66484848485282564875,6551728253535576545578837378,1,2,5.0,977788800
66484848485282564883,65806866517266708779548384,0,0,5.0,1357084800
66484848485282564850,65696769767370538967845479,9,11,4.0,1019433600
66484848485282564857,6550875485894969558973516671,0,0,5.0,1245196800
66484848485282564982,6550677052787186539049847585,0,2,5.0,1310774400
55565651554856484953,6549678789746665745769848783,0,0,5.0,1141516800
66484848485282565177,6551865671524889546575787569,0,0,5.0,944006400
66484848718474844867,6550686656748752518569856676,3,10,1.0,1030492800
66484849687455808377,6550717167847269578483677081,5,7,5.0,1228521600
66484848485282565268,65707952809080868657828674,5,5,5.0,1043020800
66484848485282565265,65765065807283738785505268,6,8,5.0,953683200
66484850665652557687,6550798157846874728170775556,0,0,5.0,995673600
66484848485365887152,6549546790828176505178797387,1,1,5.0,1117152000
66484848494972716971,6549725452527657685668827588,0,0,5.0,1203724800
66484848488676765085,6549675471847387525050876969,2,7,1.0,1103068800
66484848485365887577,6549537355879074905665577572,0,0,5.0,1340928000
66484848787476885352,6551855754485576807788715789,4,5,4.0,1242950400
66484848505448788475,6549556783715183696866666573,0,0,5.0,1349481600
66484848485365887668,6551858070847165879051715082,8,11,4.0,954979200
66484849787078817067,6550778450838448838382777174,0,0,5.0,1126396800
66484853757152686879,6550778169534966846651686774,0,0,4.0,1360022400
66484848485456686668,6551737890687088737169678666,1,2,5.0,1132617600
66484853778187748071,65838671658867747365724882,0,4,3.0,1296432000
66484849787078817389,6550655578726953728475555778,3,3,5.0,1229040000
66484848485355905748,65846866878985547774788151,0,0,4.0,1102636800
66484848485350526977,6549707785837980738582548773,0,0,5.0,1060387200
66484848698975527573,6549657383807973737284728888,1,1,4.0,1192406400
66484851888269784979,6549698874748177798778658589,2,2,5.0,1000339200
66484848668982678252,655368736590537184517767,6,9,1.0,1096675200
66484849577179535469,6549875465855286566851525450,0,7,1.0,1238889600
66484848484873675690,65558954658683535554774851,2,3,5.0,996710400
66484852877956777048,65576881495771838754905756,0,0,5.0,1345852800
66484848548548828154,6550694969707873907650708665,16,17,5.0,1123804800
66484848485754815551,6551575652875467897789708182,1,2,5.0,1021420800
66484853496783737648,6550784873767890718056708269,0,0,5.0,1318118400
66484848485350527849,65498280848687538669798373,0,0,4.0,1122854400
